source,target,sentence,sentiment,source_file
United_Nations,United_Nations_Interim_Administration_Mission_in_Kosovo,"**United Nations (UN)**:
   - As an overarching governing body, potentially overseeing or providing framework regulations related to administrative tasks such as public procurements in Kosovo through its missions like UNMIK.

",POSITIVE,38.pdf
United_Nations,United_Nations,"**Investigation Task Force (ITF)**: 
   - The ITF functions under the United Nations and is tasked with conducting the investigation based on the allegations, hence connecting it with the UN regulatory framework.

",POSITIVE,39.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,United_Nations,"*Background of the Investigation**:
   - The investigation is based on an audit report from February 28, 2003, regarding financial irregularities at Pristina International Airport, which operates under UNMIK (United Nations Interim Administration Mission in Kosovo).

",NEGATIVE,11.pdf
Space_Shuttle_Enterprise,Kosovo_Force,"**Context of Pristina International Airport**:
   - Pristina International Airport is state-owned and its operations were maintained by the Public Enterprise Airport Pristina (PEAP) in coordination with KFOR (Kosovo Force).
   - UNMIK is responsible for administering Kosovo's publicly owned assets, including the airport, as per United Nations Security Council Resolution 1244 and related UNMIK regulations.

",NEUTRAL,11.pdf
Kosovo_Force,United_Nations_Security_Council,"**Context of Pristina International Airport**:
   - Pristina International Airport is state-owned and its operations were maintained by the Public Enterprise Airport Pristina (PEAP) in coordination with KFOR (Kosovo Force).
   - UNMIK is responsible for administering Kosovo's publicly owned assets, including the airport, as per United Nations Security Council Resolution 1244 and related UNMIK regulations.

",NEUTRAL,11.pdf
the Civil Administration Pillar,United_Nations_Interim_Administration_Mission_in_Kosovo,"6. **Administration Oversight**:
   - Initially, the Civil Administration Pillar (Pillar II) of UNMIK was responsible for the airport’s administration until June 2002. 

",NEGATIVE,11.pdf
United_Nations_Security_Council,United_Nations_Interim_Administration_Mission_in_Kosovo,"5. **UN Security Council**:
   - **Authority**: Issued Resolution 1244, which provides the legal basis for UNMIK's administration of Kosovo, including airport operations.

",POSITIVE,11.pdf
European_Union,European_Union,"*Discussions on Support Levels**: The EU is debating whether to consider a proposed reduction level of $17 billion from the U.S., while a lower figure of $14 to $15 billion aligns more closely with EU expectations.

",NEGATIVE,110.pdf
European_Union,Union_Army,"1. **EU and Japan Collaboration**: The European Union (EU) and Japan are working together strategically in discussions regarding the Doha Round negotiations to counteract the United States' influence.

",POSITIVE,110.pdf
Union_Army,European_Union,"1. **EU and Japan Collaboration**: The European Union (EU) and Japan are working together strategically in discussions regarding the Doha Round negotiations to counteract the United States' influence.

",POSITIVE,110.pdf
European_Union,U.S. Negotiations,"2. **EU and U.S. Negotiations**: The EU is directly negotiating with the United States regarding agricultural supports, specifically discussing a potential reduction in U.S. supports.

",POSITIVE,110.pdf
U.S. Negotiations,European_Union,"2. **EU and U.S. Negotiations**: The EU is directly negotiating with the United States regarding agricultural supports, specifically discussing a potential reduction in U.S. supports.

",POSITIVE,110.pdf
European_Union,Internal Discussions*,"**EU's Internal Discussions**: The EU’s internal discussions involve various officials, including the Agriculture Commissioner and a deputy chef de cabinet, indicating an organized structure aiming to present a united front.

",POSITIVE,110.pdf
Internal Discussions*,European_Union,"**EU's Internal Discussions**: The EU’s internal discussions involve various officials, including the Agriculture Commissioner and a deputy chef de cabinet, indicating an organized structure aiming to present a united front.

",POSITIVE,110.pdf
European_Union,Agriculture,"**EU's Internal Discussions**: The EU’s internal discussions involve various officials, including the Agriculture Commissioner and a deputy chef de cabinet, indicating an organized structure aiming to present a united front.

",POSITIVE,110.pdf
European_Union,European_Union,"**Japan's Engagement with the EU**: Japan, through its Minister of Agriculture, is engaged with the EU to coordinate efforts and strategies against the U.S. tactics.

",POSITIVE,110.pdf
European_Union,European_Union,"5. **Concerns about Developing Countries**: The EU has concerns regarding the U.S.'s approach towards developing countries, showcasing the EU's awareness of broader international relations and its impact on global negotiations.",POSITIVE,110.pdf
National_Security_Agency,National_Security_Agency,"**NSA Report**: The article discusses a secret report from the U.S. National Security Agency (NSA) based on intelligence gathered in 2008 regarding Japanese climate change officials' commitment to a ""sectoral approach"" for reducing carbon emissions.

",NEGATIVE,106.pdf
International_Energy_Agency,International_Energy_Agency,"2. **Criticism and Responses**: Japanese officials faced criticism from the International Energy Agency (IEA) and some European Union (EU) officials regarding their aggressive promotion of the sectoral approach, with warnings about misperceptions and lack of understanding.

",NEGATIVE,106.pdf
International_Energy_Agency,Union_Army,"2. **Criticism and Responses**: Japanese officials faced criticism from the International Energy Agency (IEA) and some European Union (EU) officials regarding their aggressive promotion of the sectoral approach, with warnings about misperceptions and lack of understanding.

",NEGATIVE,106.pdf
Union_Army,European_Union,"2. **Criticism and Responses**: Japanese officials faced criticism from the International Energy Agency (IEA) and some European Union (EU) officials regarding their aggressive promotion of the sectoral approach, with warnings about misperceptions and lack of understanding.

",NEGATIVE,106.pdf
European_Union,European_Union,"4. **Challenges with the EU**: There are difficulties anticipated in implementing the sectoral approach within the EU, particularly regarding sectors already under the Emissions Trading Scheme (ETS).

",NEGATIVE,106.pdf
European_Union,the Emissions Trading Scheme,"4. **Challenges with the EU**: There are difficulties anticipated in implementing the sectoral approach within the EU, particularly regarding sectors already under the Emissions Trading Scheme (ETS).

",NEGATIVE,106.pdf
Union_Army,European_Union,"3. **European Union (EU)**:
   - Criticized Japan's approach and is involved in discussions with Japanese officials about carbon emissions strategies.

",NEGATIVE,106.pdf
Kosovo_Police,Non,"- Allegations originated from a confidential police report involving a member of the Kosovo Police Service (KPS) and a Non Staff member.

",NEGATIVE,13.pdf
United_Nations,United_Nations,"**United Nations (UN)**:
   - The governing body under which the United Nations Interim Administration Mission in Kosovo (UNMIK) operates.
   ",POSITIVE,13.pdf
United_Nations,United_Nations_Interim_Administration_Mission_in_Kosovo,"**United Nations (UN)**:
   - The governing body under which the United Nations Interim Administration Mission in Kosovo (UNMIK) operates.
   ",POSITIVE,13.pdf
Kosovo_Police,United_Nations,"2. **Kosovo Police Service (KPS)**:
   - Entity involved in the initial allegation against which the investigations are based. 
   - KPS plays a role in maintaining law and order in the area, showing a connection to the UN's administration efforts.

",POSITIVE,13.pdf
International_Tennis_Federation,United_Nations_Interim_Administration_Mission_in_Kosovo,"- The ITF operates under the UNMIK framework and reports on findings relevant to these investigations.

",POSITIVE,13.pdf
United_Nations,International_Tennis_Federation,"Although they are individuals, their actions are tied to the broader organizational context of employment practices at Pristina Airport as well as the policies set forth by the UN and the ITF.

",POSITIVE,13.pdf
the Major Economies Meeting,MEM,"**Germany's Position**: Germany is focused on whether the United States will agree to stronger commitments than those made at last year's G-8 summit in Heiligendamm, particularly if emerging economies do not accept numerical targets at the Major Economies Meeting (MEM).

",POSITIVE,113.pdf
MEM,MEM,"5. **Mem and G-8**: The Major Economies Meeting (MEM) is intertwined with the G-8 summit discussions, as outcomes from MEM may affect G-8 decisions on climate change commitments.

",POSITIVE,113.pdf
National_Security_Agency,National_Security_Agency,"**NSA Report Details**: The article discusses a secret report from the US National Security Agency (NSA), detailing intelligence intercepts of Japanese government officials around the time of the 2008 G-8 Summit.

",NEGATIVE,107.pdf
"the Ministry of Economy, Trade and Industry",Ministry of Foreign Affairs,"5. **Ministries Involved**: Key ministries involved included the Ministry of Economy, Trade and Industry (METI), Ministry of Foreign Affairs (MFA), Ministry of Finance, and Ministry of Environment. 

",POSITIVE,107.pdf
Ministry of Foreign Affairs,Master_of_Fine_Arts,"5. **Ministries Involved**: Key ministries involved included the Ministry of Economy, Trade and Industry (METI), Ministry of Foreign Affairs (MFA), Ministry of Finance, and Ministry of Environment. 

",POSITIVE,107.pdf
Master_of_Fine_Arts,Ministry of Finance,"5. **Ministries Involved**: Key ministries involved included the Ministry of Economy, Trade and Industry (METI), Ministry of Foreign Affairs (MFA), Ministry of Finance, and Ministry of Environment. 

",POSITIVE,107.pdf
Ministry of Finance,Ministry of Environment,"5. **Ministries Involved**: Key ministries involved included the Ministry of Economy, Trade and Industry (METI), Ministry of Foreign Affairs (MFA), Ministry of Finance, and Ministry of Environment. 

",POSITIVE,107.pdf
"Ministry of Economy, Trade and Industry",Group_of_Eight,"**Japanese Ministries**:
   - **Ministry of Economy, Trade and Industry (METI)**: Played a role in shaping Japan's climate policy and initiatives for the G-8 Summit.
   - **Ministry of Foreign Affairs (MFA)**: Involved in international discussions and negotiations regarding climate change goals.
   ",POSITIVE,107.pdf
Group_of_Eight,Master_of_Fine_Arts,"**Japanese Ministries**:
   - **Ministry of Economy, Trade and Industry (METI)**: Played a role in shaping Japan's climate policy and initiatives for the G-8 Summit.
   - **Ministry of Foreign Affairs (MFA)**: Involved in international discussions and negotiations regarding climate change goals.
   ",POSITIVE,107.pdf
Summit,Summit,"- **Ministry of Environment**: Central to the environmental goals and strategies presented at the Summit.
   - Together, these ministries collaborated to formulate Japan's approach to climate change during the Summit.

",POSITIVE,107.pdf
International_Tennis_Federation,the Department of Justice,"6. **Recommendation for Judicial Review**:
   - The ITF seeks approval to forward findings to the Department of Justice for judicial review and investigation.

### Relationships Involving Entities of Type Organization:

",NEUTRAL,36.pdf
Kosovo,International_Tennis_Federation,"3. **Kosovo Trust Agency (KTA)**:
   - Provides information to the ITF relevant to the investigation.

",POSITIVE,36.pdf
United_Nations,United_Nations_Development_Programme,"2. **Fraud Incident**: The United Nations Office in Nairobi (UNON) reported suspected fraud involving the United Nations Development Programme (UNDP) in Bratislava, where payments totaling US$10,079 were made based on falsified documents.

",NEGATIVE,21.pdf
United_Nations_Development_Programme,United_Nations_Development_Programme,"2. **Fraud Incident**: The United Nations Office in Nairobi (UNON) reported suspected fraud involving the United Nations Development Programme (UNDP) in Bratislava, where payments totaling US$10,079 were made based on falsified documents.

",NEGATIVE,21.pdf
United_Nations,UNON,"**United Nations (UN)**: The overarching organization involved in the investigation and refers to multiple sub-entities such as UNON and UNDP.

",POSITIVE,21.pdf
UNON,United_Nations_Development_Programme,"**United Nations (UN)**: The overarching organization involved in the investigation and refers to multiple sub-entities such as UNON and UNDP.

",POSITIVE,21.pdf
KTA,United_Nations_Interim_Administration_Mission_in_Kosovo,"However, an audit confirmed no breaches of KTA rules or UNMIK procurement procedures during the acquisition of the new policy through ICAA.

",NEGATIVE,35.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,Instituto_de_la_Cinematografía_y_de_las_Artes_Audiovisuales,"However, an audit confirmed no breaches of KTA rules or UNMIK procurement procedures during the acquisition of the new policy through ICAA.

",NEGATIVE,35.pdf
International_Tennis_Federation,Instituto_de_la_Cinematografía_y_de_las_Artes_Audiovisuales,"*Resolution of Issues**: The ITF concluded that comprehensive policy documents had been provided by the ICAA, and the old insurance policy was subsequently cancelled.

",NEGATIVE,35.pdf
United_Nations,United_Nations_Interim_Administration_Mission_in_Kosovo,"**United Nations (UN)**: The overall organization overseeing the investigation and responsible for procurement procedures in UNMIK.

",POSITIVE,35.pdf
United_Nations,United_Nations,"2. **United Nations Interim Administration Mission in Kosovo (UNMIK)**: The specific UN mission involved in the procurement of insurance for Pristina Airport.

",POSITIVE,35.pdf
Kosovo,Instituto_de_la_Cinematografía_y_de_las_Artes_Audiovisuales,"4. **Kosovo Trust Agency (KTA)**: Mentioned in the context of internal audit and procurement rules compliance, though the agreement with ICAA prevailed over its rules.

",NEGATIVE,35.pdf
National_Security_Agency,"the Japanese Ministry of Agriculture, Forestry","**NSA Report**: The article discusses a 2009 NSA report based on intelligence intercepts involving the Japanese Ministry of Agriculture, Forestry, and Fisheries (MAFF) regarding U.S.-Japan relations and cherry imports.

",NEGATIVE,108.pdf
"the Japanese Ministry of Agriculture, Forestry",Japan,"**NSA Report**: The article discusses a 2009 NSA report based on intelligence intercepts involving the Japanese Ministry of Agriculture, Forestry, and Fisheries (MAFF) regarding U.S.-Japan relations and cherry imports.

",NEGATIVE,108.pdf
"Ministry of Agriculture, Forestry",U.S. Department of Agriculture**,"2. **Ministry of Agriculture, Forestry, and Fisheries (MAFF)**:
   - Engaged in discussions to manage trade relations with the **U.S. Department of Agriculture** due to import delay of U.S. cherries.
   - Explored back-channel communications with the **U.S. government** to convey the political motivations behind their decision.

",NEGATIVE,108.pdf
the Civil Administration Pillar,United_Nations_Interim_Administration_Mission_in_Kosovo,"6. **Administration**: Until mid-2002, the Civil Administration Pillar of UNMIK managed the airport, with significant oversight by the Transport Sector of UNMIK’s Directorate of Infrastructure Affairs.

",POSITIVE,31.pdf
United_Nations,United_Nations_Interim_Administration_Mission_in_Kosovo,"Now, identifying relationships involving entities of type Organization:

- **United Nations (UN)**: The overarching organization that oversees the administration of Kosovo through UNMIK.
- **United Nations Interim Administration Mission in Kosovo (UNMIK)**: An entity of the UN responsible for the administration of the territory of Kosovo, including Pristina International Airport.
- **Pristina International Airport**: A state-owned enterprise governed under Yugoslavian law, with its administration overseen by UNMIK.
- **Public Enterprise Airport Pristina (PEAP)**: Organization responsible for the maintenance and operation of Pristina International Airport in cooperation with KFOR.
- **KFOR (Kosovo Force)**: A military organization that assisted in the maintenance of Pristina International Airport during its administration by UNMIK.
- **Civil Administration Pillar (Pillar II) of UNMIK**: Held responsibility for the administration of Pristina Airport and supervised relevant departments before mid-2002. 

",POSITIVE,31.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,United_Nations,"Now, identifying relationships involving entities of type Organization:

- **United Nations (UN)**: The overarching organization that oversees the administration of Kosovo through UNMIK.
- **United Nations Interim Administration Mission in Kosovo (UNMIK)**: An entity of the UN responsible for the administration of the territory of Kosovo, including Pristina International Airport.
- **Pristina International Airport**: A state-owned enterprise governed under Yugoslavian law, with its administration overseen by UNMIK.
- **Public Enterprise Airport Pristina (PEAP)**: Organization responsible for the maintenance and operation of Pristina International Airport in cooperation with KFOR.
- **KFOR (Kosovo Force)**: A military organization that assisted in the maintenance of Pristina International Airport during its administration by UNMIK.
- **Civil Administration Pillar (Pillar II) of UNMIK**: Held responsibility for the administration of Pristina Airport and supervised relevant departments before mid-2002. 

",POSITIVE,31.pdf
United_Nations,United_Nations_Interim_Administration_Mission_in_Kosovo,"Now, identifying relationships involving entities of type Organization:

- **United Nations (UN)**: The overarching organization that oversees the administration of Kosovo through UNMIK.
- **United Nations Interim Administration Mission in Kosovo (UNMIK)**: An entity of the UN responsible for the administration of the territory of Kosovo, including Pristina International Airport.
- **Pristina International Airport**: A state-owned enterprise governed under Yugoslavian law, with its administration overseen by UNMIK.
- **Public Enterprise Airport Pristina (PEAP)**: Organization responsible for the maintenance and operation of Pristina International Airport in cooperation with KFOR.
- **KFOR (Kosovo Force)**: A military organization that assisted in the maintenance of Pristina International Airport during its administration by UNMIK.
- **Civil Administration Pillar (Pillar II) of UNMIK**: Held responsibility for the administration of Pristina Airport and supervised relevant departments before mid-2002. 

",POSITIVE,31.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,Kosovo_Force,"Now, identifying relationships involving entities of type Organization:

- **United Nations (UN)**: The overarching organization that oversees the administration of Kosovo through UNMIK.
- **United Nations Interim Administration Mission in Kosovo (UNMIK)**: An entity of the UN responsible for the administration of the territory of Kosovo, including Pristina International Airport.
- **Pristina International Airport**: A state-owned enterprise governed under Yugoslavian law, with its administration overseen by UNMIK.
- **Public Enterprise Airport Pristina (PEAP)**: Organization responsible for the maintenance and operation of Pristina International Airport in cooperation with KFOR.
- **KFOR (Kosovo Force)**: A military organization that assisted in the maintenance of Pristina International Airport during its administration by UNMIK.
- **Civil Administration Pillar (Pillar II) of UNMIK**: Held responsibility for the administration of Pristina Airport and supervised relevant departments before mid-2002. 

",POSITIVE,31.pdf
Kosovo_Force,United_Nations_Interim_Administration_Mission_in_Kosovo,"Now, identifying relationships involving entities of type Organization:

- **United Nations (UN)**: The overarching organization that oversees the administration of Kosovo through UNMIK.
- **United Nations Interim Administration Mission in Kosovo (UNMIK)**: An entity of the UN responsible for the administration of the territory of Kosovo, including Pristina International Airport.
- **Pristina International Airport**: A state-owned enterprise governed under Yugoslavian law, with its administration overseen by UNMIK.
- **Public Enterprise Airport Pristina (PEAP)**: Organization responsible for the maintenance and operation of Pristina International Airport in cooperation with KFOR.
- **KFOR (Kosovo Force)**: A military organization that assisted in the maintenance of Pristina International Airport during its administration by UNMIK.
- **Civil Administration Pillar (Pillar II) of UNMIK**: Held responsibility for the administration of Pristina Airport and supervised relevant departments before mid-2002. 

",POSITIVE,31.pdf
The_Office_(American_TV_series),OIOS,"**Investigation Overview**: The Office of Internal Oversight Services (OIOS) conducted an investigation following allegations of wrongdoing at the Economic Commission for Africa (ECA) that were raised by a staff member through emails to external figures.

",NEGATIVE,24.pdf
OIOS,Africa,"**Investigation Overview**: The Office of Internal Oversight Services (OIOS) conducted an investigation following allegations of wrongdoing at the Economic Commission for Africa (ECA) that were raised by a staff member through emails to external figures.

",NEGATIVE,24.pdf
Africa,ECA,"**Investigation Overview**: The Office of Internal Oversight Services (OIOS) conducted an investigation following allegations of wrongdoing at the Economic Commission for Africa (ECA) that were raised by a staff member through emails to external figures.

",NEGATIVE,24.pdf
ECA,United_Nations,"2. **Communication Violations**: A staff member of ECA sent emails to high-ranking US officials, including Ambassador John Negroponte, Senators John Kerry and Chris Dodd, violating UN regulations about discretion in official communications.

",NEGATIVE,24.pdf
United_Nations,OIOS,"**United Nations (UN)** - The overarching organization that governs the OIOS and ECA, with specific rules and regulations guiding the conduct of its staff.

",POSITIVE,24.pdf
OIOS,ECA,"**United Nations (UN)** - The overarching organization that governs the OIOS and ECA, with specific rules and regulations guiding the conduct of its staff.

",POSITIVE,24.pdf
ECA,United_Nations,"3. **U.S. Government** - Including officials such as **Ambassador John Negroponte**, **Senators John Kerry**, and **Chris Dodd**, who were recipients of the emails sent by the ECA staff member, indicating engagement between UN personnel and high-level U.S. officials.

",POSITIVE,24.pdf
ECA,United_Nations,"4. **Economic Commission for Africa (ECA)** - The regional UN body implicated in the allegations, representing the context in which these violations occurred, and the organization from which the staff member was communicating externally. 

",NEGATIVE,24.pdf
OIOS,United_Nations,"This establishes a framework wherein the OIOS is acting on behalf of the UN to investigate issues linked to the ECA, while involvement from U.S. officials indicates an international response and concern regarding the alleged misconduct.",POSITIVE,24.pdf
United_Nations,ECA,"This establishes a framework wherein the OIOS is acting on behalf of the UN to investigate issues linked to the ECA, while involvement from U.S. officials indicates an international response and concern regarding the alleged misconduct.",POSITIVE,24.pdf
the Office of Internal Oversight Services,Africa,"1. **Allegation of Misappropriation**: A complaint was received by the Office of Internal Oversight Services (ID/OIOS) regarding an Economic Commission of Africa (ECA) staff member misappropriating $12,000 meant for Daily Subsistence Allowance (DSA) for five participants at a conference in Seychelles.

",NEGATIVE,26.pdf
Africa,ECA,"1. **Allegation of Misappropriation**: A complaint was received by the Office of Internal Oversight Services (ID/OIOS) regarding an Economic Commission of Africa (ECA) staff member misappropriating $12,000 meant for Daily Subsistence Allowance (DSA) for five participants at a conference in Seychelles.

",NEGATIVE,26.pdf
Eastern,Southern_Africa,"6. **Background on the Conference**: The conference in question was “An Eastern and Southern Africa Sub Regional Meeting,” held from February 15 to 18, 1999, at the Berjaja Mahe Beach Resort Hotel in Victoria, Seychelles.

",NEGATIVE,26.pdf
ECA,United_Nations,"- **Economic Commission of Africa (ECA)**: A regional division of the UN, implicated in the investigation due to the alleged actions of one of its staff members.
",NEGATIVE,26.pdf
United_Nations_Environment_Programme,United_Nations_Environment_Programme,"**Allegations of Misconduct**: The memo discusses allegations of misconduct within the United Nations Environment Programme (UNEP), specifically in the Post-Conflict Assessment Unit (PCAU) and the Balkans Task Force (BTF).
  
",NEGATIVE,27.pdf
United_Nations_Environment_Programme,the Post-Conflict Assessment Unit (PCAU,"**Allegations of Misconduct**: The memo discusses allegations of misconduct within the United Nations Environment Programme (UNEP), specifically in the Post-Conflict Assessment Unit (PCAU) and the Balkans Task Force (BTF).
  
",NEGATIVE,27.pdf
the Post-Conflict Assessment Unit (PCAU,Balkans,"**Allegations of Misconduct**: The memo discusses allegations of misconduct within the United Nations Environment Programme (UNEP), specifically in the Post-Conflict Assessment Unit (PCAU) and the Balkans Task Force (BTF).
  
",NEGATIVE,27.pdf
Balkans,BTF,"**Allegations of Misconduct**: The memo discusses allegations of misconduct within the United Nations Environment Programme (UNEP), specifically in the Post-Conflict Assessment Unit (PCAU) and the Balkans Task Force (BTF).
  
",NEGATIVE,27.pdf
United_Nations_Environment_Programme,United_Nations_Environment_Programme,**Key Personnel Involved**: Two UNEP staff members and a consultant associated with UNEP/PCAU from the same country are at the center of the allegations.,NEGATIVE,27.pdf
United_Nations_Environment_Programme,United_Nations,"- **Allegation 4**: Unauthorized representation of UNEP and supervisory actions contrary to United Nations rules.
  
",NEGATIVE,27.pdf
United_Nations,United_Nations_Environment_Programme,"**United Nations (UN)**: The overarching organization governing the various units mentioned, including UNEP and its PCAU.

",POSITIVE,27.pdf
United_Nations_Environment_Programme,United_Nations_Environment_Programme,2. **United Nations Environment Programme (UNEP)**: A specific UN agency involved in environmental issues where the misconduct is alleged.,NEUTRAL,27.pdf
United_Nations_Environment_Programme,United_Nations,2. **United Nations Environment Programme (UNEP)**: A specific UN agency involved in environmental issues where the misconduct is alleged.,NEUTRAL,27.pdf
Balkans,BTF,3. **Balkans Task Force (BTF)**: A project within UNEP that is mentioned in the context of the alleged misconduct.,NEGATIVE,27.pdf
BTF,United_Nations_Environment_Programme,3. **Balkans Task Force (BTF)**: A project within UNEP that is mentioned in the context of the alleged misconduct.,NEGATIVE,27.pdf
United_Nations,BTF,"5. **United Nations Office for Project Services (UNOPS)**: Mentioned in connection with the procurement process for BTF contracts, highlighting concerns over compliance with competitive bidding regulations.

",NEUTRAL,27.pdf
The Investigations Division of the Office of Internal Oversight Services,United_Nations,"**Investigation Request**: The Investigations Division of the Office of Internal Oversight Services (ID/OIOS) received a request to investigate allegations of fraudulent behavior by staff at the United Nations Office at Nairobi (UNON) regarding the submission of false appointment letters to obtain loans from the United Nations Co-operative Savings and Credit Society Limited (UN-SACCO).

",NEGATIVE,69.pdf
United_Nations,United_Nations,"**Investigation Request**: The Investigations Division of the Office of Internal Oversight Services (ID/OIOS) received a request to investigate allegations of fraudulent behavior by staff at the United Nations Office at Nairobi (UNON) regarding the submission of false appointment letters to obtain loans from the United Nations Co-operative Savings and Credit Society Limited (UN-SACCO).

",NEGATIVE,69.pdf
United_Nations,Savings,"**Investigation Request**: The Investigations Division of the Office of Internal Oversight Services (ID/OIOS) received a request to investigate allegations of fraudulent behavior by staff at the United Nations Office at Nairobi (UNON) regarding the submission of false appointment letters to obtain loans from the United Nations Co-operative Savings and Credit Society Limited (UN-SACCO).

",NEGATIVE,69.pdf
Savings,Credit_union,"**Investigation Request**: The Investigations Division of the Office of Internal Oversight Services (ID/OIOS) received a request to investigate allegations of fraudulent behavior by staff at the United Nations Office at Nairobi (UNON) regarding the submission of false appointment letters to obtain loans from the United Nations Co-operative Savings and Credit Society Limited (UN-SACCO).

",NEGATIVE,69.pdf
UNON,United_Nations,"There were worries that this fraudulent activity might spread to UNON and other United Nations agencies based in Nairobi.

",NEGATIVE,69.pdf
United_Nations,United_Nations,5. **UN-SACCO Overview**: UN-SACCO was established to help United Nations staff in Kenya save and borrow money at minimal cost.,NEGATIVE,69.pdf
United_Nations,United_Nations,5. **UN-SACCO Overview**: UN-SACCO was established to help United Nations staff in Kenya save and borrow money at minimal cost.,NEGATIVE,69.pdf
United_Nations,Credit Committee,"**Loan Application Process**: The loan application requires submission of various documents, including copies of payslips and contracts, and involves review and approval by UN-SACCO staff and a Credit Committee.

",NEGATIVE,69.pdf
UNON,United_Nations,"**ID/OIOS and UNON**: ID/OIOS (investigative body) is conducting an investigation at the request of UNON (Nairobi office of the UN) regarding allegations against its staff.

",NEGATIVE,69.pdf
United_Nations,United_Nations,"2. **UNON and UN-SACCO**: UNON staff members are interacting with UN-SACCO (a cooperative savings and credit society) by applying for loans, which is at the center of the fraudulent conduct investigation.

",NEGATIVE,69.pdf
United_Nations,United_Nations,"4. **UN-SACCO and UN Staff**: UN-SACCO serves as a financial institution for United Nations staff, providing loans based on their employment status, creating a relationship of support and dependency for staff members.

",POSITIVE,69.pdf
United_Nations,United_Nations,"4. **UN-SACCO and UN Staff**: UN-SACCO serves as a financial institution for United Nations staff, providing loans based on their employment status, creating a relationship of support and dependency for staff members.

",POSITIVE,69.pdf
United_Nations,United_Nations,"4. **UN-SACCO and UN Staff**: UN-SACCO serves as a financial institution for United Nations staff, providing loans based on their employment status, creating a relationship of support and dependency for staff members.

",POSITIVE,69.pdf
Management Committee,United_Nations,"5. **Management Committee of UN-SACCO**: This committee is responsible for overseeing the operations of UN-SACCO and reviews loan applications, indicating an organizational hierarchy and governance structure within UN-SACCO.

",POSITIVE,69.pdf
United_Nations,United_Nations,"5. **Management Committee of UN-SACCO**: This committee is responsible for overseeing the operations of UN-SACCO and reviews loan applications, indicating an organizational hierarchy and governance structure within UN-SACCO.

",POSITIVE,69.pdf
the Procurement Task Force,United_Nations,"*Purpose of the Report**: The report, created by the Procurement Task Force of the United Nations (UN), addresses allegations of misconduct by Mr. Walter Cabrera, a procurement officer.

",NEGATIVE,82.pdf
United_Nations,United_Nations,"*Purpose of the Report**: The report, created by the Procurement Task Force of the United Nations (UN), addresses allegations of misconduct by Mr. Walter Cabrera, a procurement officer.

",NEGATIVE,82.pdf
the Task Force*,The Procurement Task Force,"2. **Background on the Task Force**: The Procurement Task Force was established on January 12, 2006, in response to procurement issues identified by the Independent Inquiry Committee into the Oil for Food Programme, as well as the conviction of a previous UN procurement officer.

",NEUTRAL,82.pdf
The Procurement Task Force,Paul_Volcker_Committee,"2. **Background on the Task Force**: The Procurement Task Force was established on January 12, 2006, in response to procurement issues identified by the Independent Inquiry Committee into the Oil for Food Programme, as well as the conviction of a previous UN procurement officer.

",NEUTRAL,82.pdf
Paul_Volcker_Committee,the Oil for Food Programme,"2. **Background on the Task Force**: The Procurement Task Force was established on January 12, 2006, in response to procurement issues identified by the Independent Inquiry Committee into the Oil for Food Programme, as well as the conviction of a previous UN procurement officer.

",NEUTRAL,82.pdf
the Oil for Food Programme,United_Nations,"2. **Background on the Task Force**: The Procurement Task Force was established on January 12, 2006, in response to procurement issues identified by the Independent Inquiry Committee into the Oil for Food Programme, as well as the conviction of a previous UN procurement officer.

",NEUTRAL,82.pdf
The Task Force,United_Nations,"3. **Scope of Investigations**: The Task Force investigates pending procurement cases, focusing on bidding exercises, procurement staff, and vendors related to the UN.",POSITIVE,82.pdf
United_Nations,United_Nations,"**United Nations (UN)**:
   - The UN created the **Procurement Task Force** in response to procurement issues, showcasing a relationship of oversight and governance.

",POSITIVE,82.pdf
LLC,Daniel_Cabrera,"3. **Thunderbird LLC**:
   - Thunderbird LLC is identified as a prospective vendor that Cabrera allegedly informed prematurely about contract approval, indicating a vendor-organization relationship.

",NEGATIVE,82.pdf
Paul_Volcker_Committee,IIC,"5. **Independent Inquiry Committee (IIC)**:
   - The IIC’s findings prompted the creation of the Procurement Task Force, reflecting a relationship of investigatory authority leading to the establishment of organizational oversight mechanisms within the UN.

",POSITIVE,82.pdf
IIC,the Procurement Task Force,"5. **Independent Inquiry Committee (IIC)**:
   - The IIC’s findings prompted the creation of the Procurement Task Force, reflecting a relationship of investigatory authority leading to the establishment of organizational oversight mechanisms within the UN.

",POSITIVE,82.pdf
the Procurement Task Force,United_Nations,"5. **Independent Inquiry Committee (IIC)**:
   - The IIC’s findings prompted the creation of the Procurement Task Force, reflecting a relationship of investigatory authority leading to the establishment of organizational oversight mechanisms within the UN.

",POSITIVE,82.pdf
the Special Representative,United_Nations,"3. **Applicable Laws and Regulations**:
   - UNMIK Regulation 1999/24 outlines applicable law in Kosovo, including provisions set by the Special Representative of the Secretary General and laws in force as of March 22, 1989.
   - UN Staff Regulations demand high standards of efficiency, competence, and integrity from staff members.
   - Specific guidelines from UNMIK's Finance Administrative Instruction govern public procurement, detailing how contracts under certain values can be approved without standard procedures.

",POSITIVE,5.pdf
